id,id_pengambil,id_consumable,tanggal_peminjaman,jumlah
TC3680916408,Randal,C368,19/09/2016,408
TC7000204723,William,C700,18/02/2004,723
TC5310906473,Yaeger,C531,12/09/2006,473
TC9181215897,Beatrice,C918,11/12/2015,897
TC8081006788,Jean,C808,09/10/2006,788
TC6460903228,Tabatha,C646,16/09/2003,228
TC9430300183,George,C943,27/03/2000,183
TC5060106960,Tabatha,C506,26/01/2006,960
TC4580416533,Hamilton,C458,21/04/2016,533
TC3570113409,Ophelia,C357,09/01/2013,409
TC0321214348,George,C032,08/12/2014,348
TC3990719117,William,C399,02/07/2019,117
TC8280804468,Maureen,C828,03/08/2004,468
TC8831201194,Xander,C883,02/12/2001,194
TC1390703967,Beatrice,C139,16/07/2003,967
TC9191115894,Laetitia,C919,07/11/2015,894
TC6250214989,Dave,C625,02/02/2014,989
TC3580114671,Sven,C358,19/01/2014,671
TC7650308069,Beatrice,C765,04/03/2008,69
TC2310810306,Yaeger,C231,27/08/2010,306
TC0410914563,Laetitia,C041,15/09/2014,563
TC5190313614,Ursula,C519,06/03/2013,614
TC3860917228,Laetitia,C386,21/09/2017,228
TC7290311321,Quake,C729,17/03/2011,321
TC7000708808,Yaeger,C700,23/07/2008,808
TC5430612119,George,C543,03/06/2012,119
TC1930705518,Nobita,C193,11/07/2005,518
TC1481004517,Randal,C148,04/10/2004,517
TC0460111352,Ethan,C046,23/01/2011,352
TC7620116768,Sven,C762,02/01/2016,768
TC0540114345,Ava,C054,25/01/2014,345
TC8871103481,Ursula,C887,05/11/2003,481
TC2830711813,Yaeger,C283,08/07/2011,813
TC1941011469,Victoria,C194,04/10/2011,469
TC4661007754,Dave,C466,06/10/2007,754
TC4940413627,Xander,C494,09/04/2013,627
TC1791019032,Ophelia,C179,02/10/2019,32
TC5900401724,Victoria,C590,12/04/2001,724
TC8581103550,Faris,C858,05/11/2003,550
TC3580609208,Laetitia,C358,23/06/2009,208
TC6451000349,Sven,C645,01/10/2000,349
TC8390413643,Dave,C839,07/04/2013,643
TC1360502871,Faris,C136,12/05/2002,871
TC4841006636,Maureen,C484,27/10/2006,636
TC1241002694,Hamilton,C124,10/10/2002,694
TC4210511265,George,C421,23/05/2011,265
TC1720403442,Zaccheus,C172,16/04/2003,442
TC0580812850,Ava,C058,03/08/2012,850
TC1660505870,Faris,C166,17/05/2005,870
TC2950702636,Faris,C295,01/07/2002,636
TC7850302755,Beatrice,C785,08/03/2002,755
TC6390819973,Beatrice,C639,11/08/2019,973
TC5000817261,William,C500,16/08/2017,261
TC5170616328,Ava,C517,25/06/2016,328
TC2021205753,Ava,C202,22/12/2005,753
TC6980918681,William,C698,08/09/2018,681
TC3410214811,Jean,C341,20/02/2014,811
TC4300315671,Ignis,C430,15/03/2015,671
TC5611010303,Jean,C561,25/10/2010,303
TC9290511810,Hamilton,C929,11/05/2011,810
TC0121011510,Ursula,C012,03/10/2011,510
TC9810108575,Ignis,C981,06/01/2008,575
TC0600505072,Xander,C060,15/05/2005,72
TC9660104609,Courtney,C966,26/01/2004,609
TC4800506052,Tabatha,C480,11/05/2006,52
TC0241214910,Tabatha,C024,25/12/2014,910
TC6720807642,Ignis,C672,22/08/2007,642
TC1260914146,Xander,C126,11/09/2014,146
TC0440209226,Victoria,C044,08/02/2009,226
TC3470309965,Ethan,C347,25/03/2009,965
TC7901006043,Ophelia,C790,24/10/2006,43
TC3991202487,Randal,C399,27/12/2002,487
TC9070511950,Ignis,C907,08/05/2011,950
TC1760818080,Victoria,C176,12/08/2018,80
TC1791118826,Courtney,C179,11/11/2018,826
TC4610119401,Xander,C461,13/01/2019,401
TC1320108991,Xander,C132,10/01/2008,991
TC8890509684,Yaeger,C889,11/05/2009,684
TC5710903748,Laetitia,C571,07/09/2003,748
TC7610307846,Tabatha,C761,19/03/2007,846
TC7561104141,Ophelia,C756,04/11/2004,141
TC4060116681,Faris,C406,02/01/2016,681
TC3060405606,Zaccheus,C306,21/04/2005,606
TC4380102972,Tabatha,C438,11/01/2002,972
TC1710409825,Jean,C171,12/04/2009,825
TC5220603572,Randal,C522,17/06/2003,572
TC5180403831,Victoria,C518,07/04/2003,831
TC6880601176,Tabatha,C688,09/06/2001,176
TC5580308015,Ursula,C558,19/03/2008,15
TC0970201008,Tabatha,C097,22/02/2001,8
TC2720317534,Ophelia,C272,17/03/2017,534
TC4610208831,Hamilton,C461,18/02/2008,831
TC8940502467,Quake,C894,22/05/2002,467
TC4270512433,Maureen,C427,09/05/2012,433
TC3490805021,Nobita,C349,13/08/2005,21
TC1210217328,Xander,C121,18/02/2017,328
TC0800909379,Hamilton,C080,01/09/2009,379
TC3480312763,Nobita,C348,24/03/2012,763
TC1170100863,Sven,C117,22/01/2000,863
TC6640117138,Nobita,C664,17/01/2017,138
TC4451003259,Randal,C445,16/10/2003,259
TC3490708992,Randal,C349,28/07/2008,992
TC6880115317,Laetitia,C688,07/01/2015,317
TC4240407199,Yaeger,C424,27/04/2007,199
TC3210714861,George,C321,05/07/2014,861
TC2351204473,Dave,C235,21/12/2004,473
TC3450901825,Priscilla,C345,16/09/2001,825
TC3210504928,Faris,C321,24/05/2004,928
TC0940100743,Xander,C094,11/01/2000,743
TC3781207116,Tabatha,C378,04/12/2007,116
TC9690617809,Faris,C969,27/06/2017,809
TC7660307930,Tabatha,C766,17/03/2007,930
TC3730602058,Priscilla,C373,14/06/2002,58
TC2270910812,Faris,C227,06/09/2010,812
TC2821205215,George,C282,02/12/2005,215
TC5981012191,Laetitia,C598,01/10/2012,191
TC1490808570,Xander,C149,05/08/2008,570
TC7990311156,Xander,C799,24/03/2011,156
TC0930719759,Priscilla,C093,22/07/2019,759
TC8440115428,Nobita,C844,06/01/2015,428
TC9020404515,Courtney,C902,20/04/2004,515
TC8470504181,Ophelia,C847,23/05/2004,181
TC0280305900,Hamilton,C028,03/03/2005,900
TC8410604954,Tabatha,C841,20/06/2004,954
TC4210901796,Randal,C421,20/09/2001,796
TC1891009294,Sven,C189,27/10/2009,294
TC6160310362,Maureen,C616,16/03/2010,362
TC7660610957,Katnis,C766,19/06/2010,957
TC6061115280,Zaccheus,C606,04/11/2015,280
TC5480400577,Randal,C548,27/04/2000,577
TC4790509933,Zaccheus,C479,07/05/2009,933
TC9441104438,Maureen,C944,06/11/2004,438
TC5170810124,Priscilla,C517,25/08/2010,124
TC5151213435,Ophelia,C515,03/12/2013,435
TC4440715424,Zaccheus,C444,04/07/2015,424
TC5271119170,Laetitia,C527,03/11/2019,170
TC5911005678,Sven,C591,22/10/2005,678
TC3220707831,Faris,C322,28/07/2007,831
TC3670811144,Ursula,C367,11/08/2011,144
TC8220312158,Ethan,C822,14/03/2012,158
TC0610613837,Priscilla,C061,28/06/2013,837
TC7100819099,Priscilla,C710,11/08/2019,99
TC6571118605,Victoria,C657,27/11/2018,605
TC3311116530,Nobita,C331,09/11/2016,530
TC5431208922,Dave,C543,27/12/2008,922
TC6320809318,Katnis,C632,01/08/2009,318
TC6481101523,Zaccheus,C648,01/11/2001,523
TC0100700401,Beatrice,C010,27/07/2000,401
TC3720113989,Laetitia,C372,06/01/2013,989
TC1100103076,Nobita,C110,28/01/2003,76
TC5070208976,Maureen,C507,20/02/2008,976
TC4360408240,Ethan,C436,13/04/2008,240
TC8820505835,Nobita,C882,27/05/2005,835
TC5051217966,Ursula,C505,23/12/2017,966
TC1420814854,Katnis,C142,04/08/2014,854
TC6980801835,Faris,C698,27/08/2001,835
TC2130711601,Zaccheus,C213,14/07/2011,601
TC6500408368,Sven,C650,25/04/2008,368
TC0730504916,Victoria,C073,20/05/2004,916
TC7210101767,William,C721,12/01/2001,767
TC4131102780,Hamilton,C413,01/11/2002,780
TC2310320918,Nobita,C231,21/03/2020,918
TC8540603737,George,C854,26/06/2003,737
TC4550309396,Hamilton,C455,19/03/2009,396
TC0371220516,Priscilla,C037,10/12/2020,516
TC0040913340,Katnis,C004,15/09/2013,340
TC1540415257,Ursula,C154,19/04/2015,257
TC1391119365,Maureen,C139,10/11/2019,365
TC7881218024,Ava,C788,13/12/2018,24
TC0221013745,Ursula,C022,05/10/2013,745
TC6321020080,Zaccheus,C632,13/10/2020,80
TC6500113790,Ophelia,C650,04/01/2013,790
TC5560411090,Ursula,C556,20/04/2011,90
TC4160719383,Randal,C416,09/07/2019,383
TC4380914148,Priscilla,C438,19/09/2014,148
TC0510504942,Dave,C051,05/05/2004,942
TC2960115571,Jean,C296,17/01/2015,571
TC9520706206,Tabatha,C952,28/07/2006,206
TC2270808635,Ethan,C227,05/08/2008,635
TC3890420340,George,C389,28/04/2020,340
TC0941202540,Beatrice,C094,25/12/2002,540
TC0600505948,Xander,C060,01/05/2005,948
TC3681007736,Randal,C368,16/10/2007,736
TC1040620193,Sven,C104,16/06/2020,193
TC8670419158,Xander,C867,14/04/2019,158
TC6990412913,Ursula,C699,08/04/2012,913
TC5240802052,Randal,C524,08/08/2002,52
TC1360820016,Victoria,C136,01/08/2020,16
TC7220516563,Katnis,C722,10/05/2016,563
TC0761114286,Katnis,C076,01/11/2014,286
TC2160809840,Quake,C216,09/08/2009,840
TC7301003642,Ava,C730,23/10/2003,642
TC9411110811,Hamilton,C941,23/11/2010,811
TC7640713482,Sven,C764,09/07/2013,482
TC6410112040,Yaeger,C641,01/01/2012,40
TC3660307362,Nobita,C366,21/03/2007,362
TC2340801621,Courtney,C234,20/08/2001,621
TC9111016998,Yaeger,C911,04/10/2016,998
TC1120306806,Xander,C112,24/03/2006,806
TC7200805387,Ophelia,C720,15/08/2005,387
TC5451207802,Hamilton,C545,03/12/2007,802
TC0770116636,Dave,C077,07/01/2016,636
TC8880112138,Faris,C888,06/01/2012,138
TC3390412772,Hamilton,C339,24/04/2012,772
TC8180620992,Ethan,C818,04/06/2020,992
TC6250220117,Faris,C625,21/02/2020,117
TC2621210916,Randal,C262,15/12/2010,916
TC0470103776,Sven,C047,19/01/2003,776
TC3701020479,Victoria,C370,14/10/2020,479
TC2650118006,Ophelia,C265,05/01/2018,6
TC7820708609,Tabatha,C782,27/07/2008,609
TC8410820150,Hamilton,C841,19/08/2020,150
TC9780412581,Katnis,C978,24/04/2012,581
TC3010500731,Katnis,C301,11/05/2000,731
TC5790214059,Katnis,C579,01/02/2014,59
TC5910412546,Ursula,C591,19/04/2012,546
TC8450612968,Beatrice,C845,03/06/2012,968
TC5290904059,George,C529,11/09/2004,59
TC6790702494,Ethan,C679,23/07/2002,494
TC5591210724,Nobita,C559,27/12/2010,724
TC8241208790,Dave,C824,06/12/2008,790
TC8101119517,Xander,C810,13/11/2019,517
TC5821117574,Ignis,C582,01/11/2017,574
TC3220612586,Dave,C322,27/06/2012,586
TC0080606051,Jean,C008,15/06/2006,51
TC3061111650,Ignis,C306,07/11/2011,650
TC9161110557,Dave,C916,23/11/2010,557
TC4210703320,Xander,C421,12/07/2003,320
TC6200911357,Nobita,C620,19/09/2011,357
TC8540101015,Xander,C854,15/01/2001,15
TC0571116261,Nobita,C057,04/11/2016,261
TC1600800172,Quake,C160,07/08/2000,172
TC3211217029,Laetitia,C321,28/12/2017,29
TC3370217607,Priscilla,C337,11/02/2017,607
TC6091104480,Zaccheus,C609,16/11/2004,480
TC5770515105,Ignis,C577,19/05/2015,105
TC8431106865,Ignis,C843,10/11/2006,865
TC8400713707,Sven,C840,01/07/2013,707
TC5371216340,Zaccheus,C537,08/12/2016,340
TC1330800930,Beatrice,C133,12/08/2000,930
TC2191105108,Faris,C219,23/11/2005,108
TC8590520984,Ignis,C859,19/05/2020,984
TC0261211648,George,C026,03/12/2011,648
TC9720314722,Laetitia,C972,06/03/2014,722
TC1280200014,William,C128,02/02/2000,14
TC1250702064,Xander,C125,01/07/2002,64
TC3190614992,Katnis,C319,17/06/2014,992
TC5180111906,Maureen,C518,22/01/2011,906
TC1390813359,Ignis,C139,24/08/2013,359
TC1770304888,Quake,C177,13/03/2004,888
TC5850816048,Courtney,C585,17/08/2016,48
TC0050309926,Courtney,C005,27/03/2009,926
TC5310205388,Ava,C531,23/02/2005,388
TC7600817076,Beatrice,C760,06/08/2017,76
TC6020712559,Zaccheus,C602,14/07/2012,559
TC0860215410,Maureen,C086,14/02/2015,410
TC7270304928,Ophelia,C727,22/03/2004,928
TC8430206307,George,C843,05/02/2006,307
TC6890607003,William,C689,02/06/2007,3
TC8091211835,William,C809,10/12/2011,835
TC6431018870,Ursula,C643,06/10/2018,870
TC6840317770,William,C684,22/03/2017,770
TC3490311159,Ophelia,C349,01/03/2011,159
TC8721220187,Ophelia,C872,10/12/2020,187
TC9310602471,Dave,C931,07/06/2002,471
TC3700919532,Ignis,C370,04/09/2019,532
TC7740420929,Beatrice,C774,03/04/2020,929
TC0610307926,Beatrice,C061,27/03/2007,926
TC8840103397,Faris,C884,04/01/2003,397
TC3781114353,Ethan,C378,21/11/2014,353
TC3920602475,Ignis,C392,23/06/2002,475
TC2651003078,Zaccheus,C265,09/10/2003,78
TC3810800339,Ophelia,C381,16/08/2000,339
TC1070309896,Tabatha,C107,09/03/2009,896
TC7070305052,Tabatha,C707,09/03/2005,52
TC5751012642,Ignis,C575,05/10/2012,642
TC8601009542,Yaeger,C860,09/10/2009,542
TC1340605894,Ethan,C134,12/06/2005,894
TC9510913534,William,C951,06/09/2013,534
TC8980703707,Xander,C898,06/07/2003,707
TC0891113240,Courtney,C089,26/11/2013,240
TC3281101263,Randal,C328,28/11/2001,263
TC8171011939,Randal,C817,14/10/2011,939
TC2670420669,Hamilton,C267,21/04/2020,669
TC4270404335,Hamilton,C427,17/04/2004,335
TC9450114794,Ava,C945,19/01/2014,794
TC4830512222,Xander,C483,04/05/2012,222
TC3590909589,Randal,C359,09/09/2009,589
TC8950319636,Ava,C895,06/03/2019,636
TC4190702374,Laetitia,C419,15/07/2002,374
TC3780812178,Sven,C378,10/08/2012,178
TC5751219499,Laetitia,C575,01/12/2019,499
TC5190920918,Ursula,C519,02/09/2020,918
TC6820815147,Ursula,C682,21/08/2015,147
TC7580104722,Laetitia,C758,24/01/2004,722
TC8980508994,Katnis,C898,27/05/2008,994
TC1971120634,Dave,C197,21/11/2020,634
TC4580116943,Ignis,C458,16/01/2016,943
TC8870607127,George,C887,06/06/2007,127
TC9730800876,Priscilla,C973,16/08/2000,876
TC3091216765,Zaccheus,C309,15/12/2016,765
TC4450306324,Maureen,C445,27/03/2006,324
TC2200901109,Beatrice,C220,25/09/2001,109
TC2420302091,Ava,C242,27/03/2002,91
TC5710120455,Priscilla,C571,16/01/2020,455
TC6310209816,Sven,C631,04/02/2009,816
TC6190218738,Courtney,C619,09/02/2018,738
TC0001000631,Randal,C000,04/10/2000,631
TC9620311548,Victoria,C962,03/03/2011,548
TC2970403825,George,C297,08/04/2003,825
TC8170716054,Tabatha,C817,10/07/2016,54
TC4820409431,Xander,C482,18/04/2009,431
TC6280916611,Ethan,C628,23/09/2016,611
TC9890700247,Katnis,C989,12/07/2000,247
TC4360211071,Faris,C436,05/02/2011,71
TC0391116339,Beatrice,C039,28/11/2016,339
TC7220904211,Victoria,C722,06/09/2004,211
TC5831118840,Zaccheus,C583,28/11/2018,840
TC1740806214,Katnis,C174,09/08/2006,214
TC0960404150,Tabatha,C096,05/04/2004,150
TC3890920150,Randal,C389,05/09/2020,150
TC3041115315,Priscilla,C304,27/11/2015,315
TC1970301692,Tabatha,C197,06/03/2001,692
TC0350719506,Dave,C035,09/07/2019,506
TC0640717242,Xander,C064,20/07/2017,242
TC5860919574,Faris,C586,16/09/2019,574
TC7850617836,Xander,C785,28/06/2017,836
TC9160203585,William,C916,28/02/2003,585
TC1190313735,Ignis,C119,12/03/2013,735
TC4310602318,Faris,C431,06/06/2002,318
TC3090811063,Xander,C309,24/08/2011,63
TC9550700082,Priscilla,C955,22/07/2000,82
TC1331020197,Ethan,C133,16/10/2020,197
TC2991217161,Quake,C299,25/12/2017,161
TC4280612075,Beatrice,C428,23/06/2012,75
TC0020101050,Ursula,C002,02/01/2001,50
TC5950116076,Tabatha,C595,12/01/2016,76
TC2840818200,Tabatha,C284,16/08/2018,200
TC0440516738,Ethan,C044,25/05/2016,738
TC1740700567,Yaeger,C174,04/07/2000,567
TC1291018230,Yaeger,C129,14/10/2018,230
TC5910112162,Courtney,C591,24/01/2012,162
TC1251218611,Randal,C125,02/12/2018,611
TC0220418351,Randal,C022,18/04/2018,351
TC2490309353,Sven,C249,28/03/2009,353
TC2260403599,Ava,C226,04/04/2003,599
TC8460604249,Maureen,C846,01/06/2004,249
TC7120613467,Courtney,C712,26/06/2013,467
TC0750109431,Randal,C075,28/01/2009,431
TC2030318877,William,C203,18/03/2018,877
TC6670503380,Katnis,C667,04/05/2003,380
TC1990806978,Sven,C199,19/08/2006,978
TC1010407027,Beatrice,C101,06/04/2007,27
TC2621218626,Victoria,C262,13/12/2018,626
TC8170111961,Jean,C817,08/01/2011,961
TC8330318219,Xander,C833,12/03/2018,219
TC8150217584,Beatrice,C815,27/02/2017,584
TC4470617962,Priscilla,C447,04/06/2017,962
TC1510900760,Victoria,C151,19/09/2000,760
TC5030806454,William,C503,17/08/2006,454
TC5041111472,Faris,C504,21/11/2011,472
TC8730611661,Ethan,C873,02/06/2011,661
TC1520403108,George,C152,09/04/2003,108
TC6160620398,Ava,C616,27/06/2020,398
TC4360905335,Zaccheus,C436,09/09/2005,335
TC4821211390,Ignis,C482,23/12/2011,390
TC1160210809,Ethan,C116,12/02/2010,809
TC8750600593,George,C875,09/06/2000,593
TC2970702951,Dave,C297,20/07/2002,951
TC6260100956,Ava,C626,15/01/2000,956
TC5420809427,Faris,C542,22/08/2009,427
TC7570320948,Ophelia,C757,12/03/2020,948
TC0570520577,Courtney,C057,10/05/2020,577
TC0300119235,Quake,C030,03/01/2019,235
TC3040218437,Beatrice,C304,02/02/2018,437
TC0690508511,Priscilla,C069,10/05/2008,511
TC0820801920,Ignis,C082,25/08/2001,920
TC2210205904,Ursula,C221,19/02/2005,904
TC5010516517,Tabatha,C501,08/05/2016,517
TC7120916686,Ophelia,C712,17/09/2016,686
TC7910100479,Xander,C791,21/01/2000,479
TC7830514331,William,C783,19/05/2014,331
TC9441219206,Zaccheus,C944,05/12/2019,206
TC9960615826,Priscilla,C996,03/06/2015,826
TC2060712997,Victoria,C206,08/07/2012,997
TC9061007210,Ignis,C906,16/10/2007,210
TC9910301891,Katnis,C991,15/03/2001,891
TC7720614958,George,C772,16/06/2014,958
TC7331010193,Beatrice,C733,26/10/2010,193
TC5470606480,Courtney,C547,26/06/2006,480
TC9591100624,Ethan,C959,12/11/2000,624
TC8210509320,Faris,C821,05/05/2009,320
TC6471016297,Beatrice,C647,25/10/2016,297
TC4520510089,Courtney,C452,06/05/2010,89
TC6020209302,Yaeger,C602,12/02/2009,302
TC3960605729,Priscilla,C396,15/06/2005,729
TC5401102792,Zaccheus,C540,26/11/2002,792
TC7720310320,Ethan,C772,21/03/2010,320
TC5570513903,Hamilton,C557,15/05/2013,903
TC3930515894,Hamilton,C393,11/05/2015,894
TC1400303073,Tabatha,C140,22/03/2003,73
TC9340919438,Jean,C934,01/09/2019,438
TC9851110938,Victoria,C985,17/11/2010,938
TC6650206563,Quake,C665,10/02/2006,563
TC7410406913,Victoria,C741,07/04/2006,913
TC8321204384,Sven,C832,14/12/2004,384
TC0081008677,Ava,C008,27/10/2008,677
TC6221112857,Beatrice,C622,05/11/2012,857
TC4761109443,Victoria,C476,16/11/2009,443
TC5600506254,William,C560,14/05/2006,254
TC6611201403,William,C661,14/12/2001,403
TC3440118839,Ursula,C344,24/01/2018,839
TC5770518564,Hamilton,C577,16/05/2018,564
TC2720504421,Xander,C272,15/05/2004,421
TC4850117734,Beatrice,C485,03/01/2017,734
TC1000414584,Hamilton,C100,01/04/2014,584
TC7790818622,Laetitia,C779,20/08/2018,622
TC0250105172,William,C025,01/01/2005,172
TC5961016109,Dave,C596,10/10/2016,109
TC9710301584,Beatrice,C971,26/03/2001,584
TC3340405568,George,C334,13/04/2005,568
TC3630114411,Beatrice,C363,10/01/2014,411
TC2270514384,Ignis,C227,24/05/2014,384
TC8370310749,Quake,C837,07/03/2010,749
TC0040920512,Maureen,C004,11/09/2020,512
TC2330120666,Faris,C233,14/01/2020,666
TC3430711903,Beatrice,C343,05/07/2011,903
TC3400920826,Ethan,C340,11/09/2020,826
TC5680206962,Ophelia,C568,17/02/2006,962
TC9920203246,Randal,C992,06/02/2003,246
TC7331213833,Quake,C733,24/12/2013,833
TC1410113157,Beatrice,C141,03/01/2013,157
TC0350502010,Ethan,C035,14/05/2002,10
TC3821220324,Ava,C382,16/12/2020,324
TC8891012765,Maureen,C889,18/10/2012,765
TC6700215752,Jean,C670,18/02/2015,752
TC9720615627,Tabatha,C972,23/06/2015,627
TC5621210219,Quake,C562,20/12/2010,219
TC7080711339,Dave,C708,28/07/2011,339
TC3750805150,Randal,C375,02/08/2005,150
TC7540101378,Faris,C754,21/01/2001,378
TC1960407745,Xander,C196,08/04/2007,745
TC5291120013,Katnis,C529,20/11/2020,13
TC2840602219,Katnis,C284,15/06/2002,219
TC1690607740,Tabatha,C169,14/06/2007,740
TC8470419018,Zaccheus,C847,05/04/2019,18
TC8950512417,Laetitia,C895,04/05/2012,417
TC2421111857,Sven,C242,05/11/2011,857
TC5990202006,Dave,C599,11/02/2002,6
TC1440510344,Priscilla,C144,20/05/2010,344
TC5830617132,George,C583,01/06/2017,132
TC4711006093,William,C471,15/10/2006,93
TC1870812148,Courtney,C187,12/08/2012,148
TC1550502861,Nobita,C155,18/05/2002,861
TC4440305143,Jean,C444,17/03/2005,143
TC6430504198,Zaccheus,C643,21/05/2004,198
TC6591206930,Nobita,C659,20/12/2006,930
TC8471208829,Ursula,C847,25/12/2008,829
TC7410109176,Yaeger,C741,13/01/2009,176
TC6360615180,Yaeger,C636,21/06/2015,180
TC4730913205,Priscilla,C473,16/09/2013,205
TC5621212587,George,C562,06/12/2012,587
TC6840704218,Courtney,C684,19/07/2004,218
TC4600316911,William,C460,26/03/2016,911
TC5751109256,Laetitia,C575,12/11/2009,256
TC7451106325,Priscilla,C745,09/11/2006,325
TC5570406860,Sven,C557,16/04/2006,860
TC0960610965,Victoria,C096,28/06/2010,965
TC3360610093,Katnis,C336,01/06/2010,93
TC7010819818,Courtney,C701,18/08/2019,818
TC0520511410,Quake,C052,05/05/2011,410
TC9230602558,Zaccheus,C923,01/06/2002,558
TC2541010379,Katnis,C254,17/10/2010,379
TC8100815481,Jean,C810,01/08/2015,481
TC4950312648,Dave,C495,23/03/2012,648
TC9491102187,Ignis,C949,24/11/2002,187
TC3690908288,Ursula,C369,22/09/2008,288
TC2700710345,Courtney,C270,02/07/2010,345
TC3810105646,Hamilton,C381,09/01/2005,646
TC1830217310,Quake,C183,01/02/2017,310
TC1401108817,Yaeger,C140,11/11/2008,817
TC0160518009,Ava,C016,13/05/2018,9
TC8771110067,Sven,C877,02/11/2010,67
TC7851116816,Ethan,C785,14/11/2016,816
TC1710817307,Hamilton,C171,05/08/2017,307
TC9330519449,Laetitia,C933,02/05/2019,449
TC3990307436,Randal,C399,02/03/2007,436
TC0410517055,William,C041,11/05/2017,55
TC9721011513,Maureen,C972,23/10/2011,513
TC6460316602,Hamilton,C646,05/03/2016,602
TC9281006578,Zaccheus,C928,26/10/2006,578
TC5810507443,Zaccheus,C581,23/05/2007,443
TC4721208285,George,C472,26/12/2008,285
TC6440410279,Ethan,C644,07/04/2010,279
TC7600518434,Randal,C760,17/05/2018,434
TC2800120294,Randal,C280,27/01/2020,294
TC0121214620,Jean,C012,10/12/2014,620
TC4190318446,Ophelia,C419,19/03/2018,446
TC7321114256,Hamilton,C732,24/11/2014,256
TC9671009564,George,C967,04/10/2009,564
TC7080414085,Hamilton,C708,07/04/2014,85
TC2851220152,Ava,C285,24/12/2020,152
TC4380420190,Katnis,C438,09/04/2020,190
TC9461120360,Dave,C946,20/11/2020,360
TC4150814352,Ava,C415,08/08/2014,352
TC8810508708,William,C881,18/05/2008,708
TC0310105024,Tabatha,C031,16/01/2005,24
TC2840900592,Laetitia,C284,19/09/2000,592
TC0241119447,Victoria,C024,01/11/2019,447
TC8231202763,Tabatha,C823,12/12/2002,763
TC5311209474,Ethan,C531,24/12/2009,474
TC3810810601,Katnis,C381,11/08/2010,601
TC7111013807,Laetitia,C711,09/10/2013,807
TC7741010589,Xander,C774,01/10/2010,589
TC2520101667,Ursula,C252,15/01/2001,667
TC1341217284,Hamilton,C134,09/12/2017,284
TC4161002188,Yaeger,C416,25/10/2002,188
TC1540310601,George,C154,18/03/2010,601
TC3061206826,Zaccheus,C306,18/12/2006,826
TC5490809498,Sven,C549,08/08/2009,498
TC0850413914,Maureen,C085,27/04/2013,914
TC2210600589,Beatrice,C221,04/06/2000,589
TC8140513649,Ursula,C814,13/05/2013,649
TC5181018722,Courtney,C518,04/10/2018,722
TC8680615057,Ignis,C868,14/06/2015,57
TC5190112438,Laetitia,C519,07/01/2012,438
TC6420811508,William,C642,05/08/2011,508
TC8520315332,Tabatha,C852,18/03/2015,332
TC0510420488,Courtney,C051,20/04/2020,488
TC1660808638,Faris,C166,09/08/2008,638
TC6960214134,Dave,C696,03/02/2014,134
TC6771005599,Ava,C677,17/10/2005,599
